Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-12-31,26.37889279724713,26.67297017819184,26.158334060399472,26.650915145874023,15651400,0.0,0
2013-01-02,27.194960619651805,27.64342880249023,26.95234406402268,27.643428802490234,21872400,0.0,0
2013-01-03,27.533150844568503,27.64342880249023,27.283183546900446,27.643428802490234,16357900,0.0,0
2013-01-04,27.680189312710876,27.841930869145123,27.58461284443873,27.68754005432129,15311300,0.0,0
2013-01-07,27.58461692827118,27.58461692827118,27.275832448352627,27.42287254333496,14610200,0.0,0
2013-01-08,27.34200175889872,27.408169664820395,27.13614729805649,27.23172378540039,14324300,0.0,0
2013-01-09,27.349350280170935,27.349350280170935,27.07732796340026,27.224365234375,10563700,0.0,0
2013-01-10,27.29053648223251,27.32729580449404,27.0258648746591,27.17290496826172,15603700,0.0,0
2013-01-11,27.084675316701578,27.15819394299141,26.849412347107137,27.136138916015625,15644800,0.0,0
2013-01-14,27.165552969579497,27.283184478111366,27.05527220333745,27.194961547851562,11001500,0.0,0
2013-01-15,27.194954963934162,27.518440832941554,27.05526565323893,27.43756866455078,12721600,0.0,0
2013-01-16,27.356696496160005,27.511087287875643,27.290528613345344,27.43756866455078,9168000,0.0,0
2013-01-17,27.51845423407328,27.687549393712192,27.444935574945777,27.577268600463867,12121800,0.0,0
2013-01-18,27.562562436875055,27.724304020430914,27.43022662924788,27.71695327758789,14056100,0.0,0
2013-01-22,27.746364605021977,27.746364605021977,27.23907635737633,27.297893524169922,21249400,0.0,0
2013-01-23,27.261134197202367,27.39346721337419,27.231725613805573,27.297893524169922,13570200,0.0,0
2013-01-24,27.34935194931303,27.386111269300148,27.202311864808202,27.283184051513672,13258900,0.0,0
2013-01-25,27.3346531090428,27.38611672819432,27.136149376076848,27.239076614379883,14040700,0.0,0
2013-01-28,27.253772438221148,27.283181012757904,27.09938162873723,27.209659576416016,13386500,0.0,0
2013-01-29,27.114094202343672,27.621379647632065,27.099389910581515,27.511098861694336,17705800,0.0,0
2013-01-30,27.496397117916494,27.65078797314316,27.4375799514167,27.569915771484375,13219400,0.0,0
2013-01-31,27.591966475204153,27.591966475204153,27.28318481322395,27.378761291503906,12969100,0.0,0
2013-02-01,27.599327087402344,27.724309371753872,27.47434199849367,27.599327087402344,11932600,0.0,0
2013-02-04,27.555205531489435,27.628726973743028,27.42286973998922,27.45962905883789,9456300,0.0,0
2013-02-05,27.614032036512306,28.05514962118897,27.614032036512306,28.04044532775879,17897300,0.0,0
2013-02-06,28.03307904720756,28.253637717310845,27.937502595159067,28.165414810180664,16823700,0.0,0
2013-02-07,28.246292594522625,28.716821450143264,28.194828982972265,28.60654067993164,18805300,0.0,0
2013-02-08,28.56242113662601,28.628589022379938,28.378621765593525,28.50360679626465,12308000,0.0,0
2013-02-11,28.45949542180667,28.54772114378364,28.238936725976192,28.385976791381836,12159900,0.0,0
2013-02-12,28.018385203285913,28.055144527909285,27.408169757222495,27.61402702331543,30700500,0.0,0
2013-02-13,27.694893037134985,27.893396731353555,27.209662719452822,27.35670280456543,19943800,0.0,0
2013-02-14,27.378764584539304,27.577265502798003,26.9817571389084,27.084684371948242,22748600,0.0,0
2013-02-15,27.158204273073252,27.511098861694336,26.864126851500792,27.511098861694336,25204300,0.0,0
2013-02-19,27.57726327602271,27.76841624013894,27.54050395355621,27.694894790649414,14850600,0.0,0
2013-02-20,27.716952917030344,27.84928872293602,27.503744918120468,27.7390079498291,12949300,0.0,0
2013-02-21,27.65813058658902,27.78311562638339,27.51844406404806,27.72429847717285,14135100,0.0,0
2013-02-22,27.761061010623653,28.319812774658203,27.724301690384728,28.319812774658203,20102800,0.0,0
2013-02-25,28.34922123376487,28.466852740769856,27.73165512084961,27.73165512084961,15874600,0.0,0
2013-02-26,27.900753413075652,28.07719929139136,27.775768345091745,28.01838493347168,15770000,0.0,0
2013-02-27,27.959581217594092,28.33453379731505,27.87870898257357,28.26836585998535,14271100,0.0,0
2013-02-28,28.283047101597727,28.650645830531182,28.2462849850598,28.466846466064453,19005500,0.0,0
2013-03-01,28.297763301484178,28.518322070794767,28.297763301484178,28.4521541595459,13724500,0.0,0
2013-03-04,28.378641742128185,28.540386199951172,28.268363724614353,28.540386199951172,9934300,0.0,0
2013-03-05,28.657995727451084,28.672700012722235,28.34921415042386,28.437437057495117,13240700,0.0,0
2013-03-06,28.5256678836337,28.702116551316127,28.45214924142394,28.68741226196289,11653900,0.0,0
2013-03-07,28.702124275724344,28.812402268717353,28.55508414717648,28.76093864440918,15094900,0.0,0
2013-03-08,28.79769526536563,28.981494707614498,28.69476802643537,28.834457397460938,11183600,0.0,0
2013-03-11,28.8197454177417,28.952081205224296,28.805041129737393,28.900617599487305,9200400,0.0,0
2013-03-12,28.878562120931026,28.90061995701491,28.525667593709294,28.643299102783203,11375900,0.0,0
2013-03-13,28.746971702129755,28.783997118518393,28.54703106380128,28.57665252685547,14358300,0.28,0
2013-03-14,28.74697225843018,28.96912758591926,28.628489228778783,28.895076751708984,14572500,0.0,0
2013-03-15,28.74696677349228,28.835828322561426,28.628483766447513,28.75437355041504,20781900,0.0,0
2013-03-18,28.591468894951955,28.83583895117903,28.56184742605814,28.702545166015625,11479900,0.0,0
2013-03-19,28.821010527145887,29.176462285987103,28.746959725220563,29.12462615966797,15192000,0.0,0
2013-03-20,29.17647286688199,29.561540566367526,29.146851405426784,29.52451515197754,19271900,0.0,0
2013-03-21,29.50970365704019,29.939206362443795,29.44305678292094,29.672618865966797,23063600,0.0,0
2013-03-22,29.60597178571763,29.82812708961573,29.539324912062405,29.65040397644043,16128500,0.0,0
2013-03-25,29.702234644254478,29.805906911971103,29.59115560035385,29.709638595581055,15718400,0.0,0
2013-03-26,29.7170514148728,30.13914734775857,29.7170514148728,30.13174057006836,13666500,0.0,0
2013-03-27,29.954023958398075,30.020670847793124,29.66522171263908,29.78370475769043,14559900,0.0,0
2013-03-28,29.902189654704166,30.065102086202952,29.635602080613147,29.946619033813477,14227200,0.0,0
2013-04-01,29.90959496991441,29.9836486465626,29.74667970614732,29.95402717590332,8200500,0.0,0
2013-04-02,29.939209804251036,30.28725494520256,29.931803025798544,30.153961181640625,13359200,0.0,0
2013-04-03,30.19840264943992,30.228024125398722,29.680040944458003,29.746685028076172,13639200,0.0,0
2013-04-04,29.820733064304733,30.05769917733025,29.768896903634083,30.020673751831055,11435900,0.0,0
2013-04-05,29.77630591717675,29.8873850374033,29.62820136516114,29.68004035949707,10729500,0.0,0
2013-04-08,29.665221796984664,30.265040978386896,29.45047039445019,30.25763702392578,22757900,0.0,0
2013-04-09,30.220608608468474,30.457574675772783,29.998450448619636,30.146554946899414,21056100,0.0,0
2013-04-10,30.198397453542558,30.48719973230137,30.14656129196323,30.413148880004883,9703700,0.0,0
2013-04-11,30.45756725728882,30.664911809463035,30.405731119245267,30.494592666625977,10962500,0.0,0
2013-04-12,30.294646283714155,30.442750717650178,30.124327173387723,30.420536041259766,10394700,0.0,0
2013-04-15,30.250221110189084,30.353896215349135,29.657806062134792,29.687427520751953,16050600,0.0,0
2013-04-16,30.657512351878935,31.4572720452641,30.546433282725793,31.37581443786621,32135700,0.0,0
2013-04-17,31.205498452608342,31.620190484900682,31.12404083690285,31.509111404418945,24208000,0.0,0
2013-04-18,31.457272955181296,31.583162758853486,31.168470756859072,31.175874710083008,16034200,0.0,0
2013-04-19,31.309162719643133,31.672018507887085,31.2499226301517,31.590560913085938,13875800,0.0,0
2013-04-22,31.48690142974356,31.731271488567486,31.398039846976566,31.635005950927734,10544100,0.0,0
2013-04-23,31.67942594806531,31.812719695170443,31.294355436968047,31.62018585205078,11216200,0.0,0
