Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-31,213.10616029212983,213.28365762511643,210.92017201692693,210.9481964111328,949200,0.0,0
2017-11-01,212.05985348828727,212.41484811284258,209.8832021802657,210.6212158203125,1149900,0.0,0
2017-11-02,210.84545462526145,211.5928051322628,208.19237386720567,210.47178649902344,1318400,0.0,0
2017-11-03,210.34098489244974,211.0509599789692,209.0144446164527,209.48153686523438,810600,0.0,0
2017-11-06,208.91165682140888,209.38808572212255,206.0063428383206,206.4080352783203,1103700,0.0,0
2017-11-07,206.97790085977456,208.17365579460608,206.26792582175688,206.60423278808594,855600,0.0,0
2017-11-08,205.92230165275893,207.30490510465995,205.36179945332182,205.98770141601562,972900,0.0,0
2017-11-09,204.9600522849571,205.28702252776606,201.28871442390107,203.12905883789062,1003400,0.0,0
2017-11-10,202.61526062965862,204.07258606100902,202.03607084399968,203.79232788085938,936300,0.0,0
2017-11-13,205.05347625863823,207.1740788426477,204.25941381505308,206.8564453125,1209500,0.0,0
2017-11-14,206.27727451734205,206.4360841697613,205.07218279979637,205.46453857421875,805000,0.0,0
2017-11-15,204.54905796225154,205.4085060487264,200.0743059278525,200.33587646484375,1323400,0.0,0
2017-11-16,201.14861134257245,204.28745754640204,200.67216812950798,203.56814575195312,1520300,0.0,0
2017-11-17,202.77406191045887,203.91376800941848,201.65304349061142,201.78382873535156,1446800,0.0,0
2017-11-20,202.35367592116467,203.96981088173447,201.83053495736326,202.95155334472656,991200,0.0,0
2017-11-21,203.54010877506934,203.62418195293378,202.55921226974806,203.0169677734375,1226000,0.0,0
2017-11-22,203.680242249335,204.0445736285279,202.27896552097403,203.493408203125,1331900,0.0,0
2017-11-24,204.5864018031529,204.67982595327445,202.11081862469604,202.71803283691406,703600,0.0,0
2017-11-27,202.82077146226294,203.98850193812817,202.1201331767438,203.53074645996094,1244700,0.0,0
2017-11-28,204.41825601497,204.51166591083106,202.44712617984706,204.12864685058594,1647700,0.0,0
2017-11-29,204.51168913596618,211.57412236958342,204.37156714899982,211.06031799316406,1881800,0.0,0
2017-11-30,212.36817734852167,218.49642577023525,212.36817734852167,216.2263641357422,2789100,0.0,0
2017-12-01,216.4692274012909,217.6556456742397,211.28450072098792,215.6471405029297,1809900,0.0,0
2017-12-04,219.31849454119015,227.06287761476705,218.4029834867802,223.31680297851562,3049700,0.0,0
2017-12-05,222.61617183298804,223.74652710881912,219.5987598535787,219.9070281982422,1592100,0.0,0
2017-12-06,219.2063773151628,222.12104251649777,218.2908805378096,220.8318634033203,1523400,0.0,0
2017-12-07,220.85054629091755,224.46583550260257,220.23398114108068,223.5503387451172,1232200,0.0,0
2017-12-08,224.9264695745511,225.60984810237466,223.55969823453444,225.35708618164062,1196600,0.5,0
2017-12-11,224.3648195842313,225.7128643559395,222.1087172728133,223.3725128173828,1423000,0.0,0
2017-12-12,223.4099023818332,225.95620543122416,222.82014363888644,224.20562744140625,1731100,0.0,0
2017-12-13,225.03882935340363,227.93150026463437,224.20566482376327,226.5647430419922,1204800,0.0,0
2017-12-14,226.7613161620157,227.31364992981392,223.09164700534126,223.26951599121094,1537000,0.0,0
2017-12-15,225.1417650817761,226.3025843143834,224.2617908246477,224.7205047607422,2227000,0.0,0
2017-12-18,227.48215123502774,228.18425664007412,225.70348992265866,226.46176147460938,1977900,0.0,0
2017-12-19,226.6489496444256,227.96891101820714,225.00134770584933,227.05148315429688,2330000,0.0,0
2017-12-20,236.46909803370397,237.06822738744702,230.85225498572404,235.03680419921875,5898100,0.0,0
2017-12-21,237.62986248873278,238.81876473021907,232.87426780715563,234.19422912597656,3257100,0.0,0
2017-12-22,234.55934255208138,235.4861267150051,233.25810793298584,234.0538330078125,1341200,0.0,0
2017-12-26,234.40956646865558,235.2052915767927,233.29557131538147,233.69810485839844,755900,0.0,0
2017-12-27,234.27849494117422,234.36275843458205,232.92109419730824,234.0631866455078,890200,0.0,0
2017-12-28,234.03515752216737,234.61556014182318,231.47949760164957,232.4624481201172,1003400,0.0,0
2017-12-29,233.09896738095907,234.6904032572082,232.7057901139589,233.60447692871094,1162200,0.0,0
2018-01-02,234.81213528373215,241.14981079101562,234.03513691504966,241.14981079101562,2461300,0.0,0
2018-01-03,240.83151145462602,244.86627467860137,239.66133584282946,244.16416931152344,2149600,0.0,0
2018-01-04,245.54034960244493,249.2193756579918,245.26886080307034,247.96495056152344,2600400,0.0,0
2018-01-05,249.2473903352056,254.05916587476534,246.78533642493383,248.9384765625,2863900,0.0,0
2018-01-08,251.72817409891852,252.9170908149025,249.84655112542623,251.50350952148438,1956000,0.0,0
2018-01-09,252.75794277672006,253.69408330552272,249.94952119031205,250.65162658691406,1648300,0.0,0
2018-01-10,248.35804315297645,251.55965597450378,246.78533409656305,250.89500427246094,1644400,0.0,0
2018-01-11,251.35371286694183,253.88130352997115,250.5392752398238,253.87193298339844,1652100,0.0,0
2018-01-12,253.9281171008335,254.5366027276033,252.34603732998704,254.48980712890625,1342900,0.0,0
2018-01-16,254.88295093988293,255.71612965633003,250.1460825315979,252.36473083496094,1668600,0.0,0
2018-01-17,253.35712007230876,254.53663786848796,250.9324906402423,254.15281677246094,1378100,0.0,0
2018-01-18,254.8830010601713,257.12039089655514,253.3664577985824,254.7987518310547,1903100,0.0,0
2018-01-19,255.3603076129876,256.8581375587491,252.5893407830034,256.8019714355469,1420400,0.0,0
2018-01-22,255.61312254565746,256.59608709825983,253.9748768600577,256.3995056152344,1006300,0.0,0
2018-01-23,256.45576010723386,256.45576010723386,253.99370545765169,254.64898681640625,1182800,0.0,0
2018-01-24,255.04214895518322,255.454053107276,251.65332453284702,253.14178466796875,1421700,0.0,0
2018-01-25,253.78771407756176,253.78771407756176,249.7342094135721,250.92312622070312,1603500,0.0,0
2018-01-26,251.36306640221113,251.82176605339788,248.72314363392755,251.6813507080078,1522200,0.0,0
2018-01-29,250.41762049535402,253.27283801182173,250.20229786401168,250.59548950195312,1153300,0.0,0
2018-01-30,249.51890020739035,249.79973093365103,242.93783354709637,244.76329040527344,2455400,0.0,0
2018-01-31,246.86026272546422,250.10867142226752,244.9505280950152,245.71817016601562,1764600,0.0,0
2018-02-01,241.66465954338088,248.7044542470284,240.89701749218693,245.10964965820312,2318100,0.0,0
2018-02-02,243.93950288521816,244.5573591041674,239.38987332124233,239.53028869628906,1655000,0.0,0
2018-02-05,236.35672469284404,242.58206693664707,232.4998308076754,232.63088989257812,2315400,0.0,0
2018-02-06,228.83016127747476,237.89199347777006,227.02340288063505,234.20359802246094,3366200,0.0,0
2018-02-07,233.06154339657667,238.21967237006177,232.6402687472771,235.11167907714844,1520100,0.0,0
2018-02-08,235.57978294689264,235.57978294689264,223.8686688516564,223.99037170410156,2735400,0.0,0
2018-02-09,220.64829567018487,223.73756193452283,211.7549616183942,220.29257202148438,5153300,0.0,0
