Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-12-31,6.854499816894531,6.863999843597412,6.72599983215332,6.72599983215332,90460000,0,0
2010-01-04,6.8125,6.83050012588501,6.6570000648498535,6.695000171661377,151998000,0,0
2010-01-05,6.671500205993652,6.77400016784668,6.5904998779296875,6.734499931335449,177038000,0,0
2010-01-06,6.730000019073486,6.736499786376953,6.582499980926514,6.612500190734863,143576000,0,0
2010-01-07,6.600500106811523,6.616000175476074,6.440000057220459,6.5,220604000,0,0
2010-01-08,6.5279998779296875,6.684000015258789,6.451499938964844,6.676000118255615,196610000,0,0
2010-01-11,6.63100004196167,6.639999866485596,6.4604997634887695,6.515500068664551,175588000,0,0
2010-01-12,6.44950008392334,6.491000175476074,6.327499866485596,6.367499828338623,181926000,0,0
2010-01-13,6.394999980926514,6.485499858856201,6.287499904632568,6.45550012588501,214464000,0,0
2010-01-14,6.456999778747559,6.519000053405762,6.320000171661377,6.367499828338623,195498000,0,0
2010-01-15,6.459000110626221,6.482500076293945,6.353000164031982,6.35699987411499,307530000,0,0
2010-01-19,6.315499782562256,6.400000095367432,6.2164998054504395,6.380499839782715,177852000,0,0
2010-01-20,6.356500148773193,6.460000038146973,6.254000186920166,6.289000034332275,181494000,0,0
2010-01-21,6.36299991607666,6.40749979019165,6.25,6.330999851226807,199412000,0,0
2010-01-22,6.28000020980835,6.383500099182129,6.038000106811523,6.071499824523926,231378000,0,0
2010-01-25,6.105000019073486,6.113999843597412,5.906000137329102,6.015500068664551,240478000,0,0
2010-01-26,6.0279998779296875,6.14900016784668,5.953000068664551,5.973999977111816,191180000,0,0
2010-01-27,6.051499843597412,6.166500091552734,5.940000057220459,6.137499809265137,295306000,0,0
2010-01-28,6.221499919891357,6.360000133514404,6.139999866485596,6.301499843597412,545862000,0,0
2010-01-29,6.488500118255615,6.59250020980835,6.206999778747559,6.270500183105469,589426000,0,0
2010-02-01,6.158999919891357,6.243000030517578,5.690999984741211,5.94350004196167,755488000,0,0
2010-02-02,5.939499855041504,5.948999881744385,5.71999979019165,5.906000137329102,461594000,0,0
2010-02-03,5.855999946594238,5.980500221252441,5.828000068664551,5.954999923706055,248118000,0,0
2010-02-04,5.932000160217285,6.016499996185303,5.7870001792907715,5.796999931335449,255680000,0,0
2010-02-05,5.794000148773193,5.882500171661377,5.704999923706055,5.869500160217285,220496000,0,0
2010-02-08,5.968999862670898,6.050000190734863,5.828000068664551,5.8414998054504395,197804000,0,0
2010-02-09,5.909999847412109,5.954500198364258,5.849999904632568,5.901500225067139,184460000,0,0
2010-02-10,5.900000095367432,5.930500030517578,5.800000190734863,5.868000030517578,124664000,0,0
2010-02-11,5.860499858856201,6.020999908447266,5.824999809265137,6.004499912261963,166870000,0,0
2010-02-12,5.94950008392334,5.997000217437744,5.875,5.982999801635742,161470000,0,0
2010-02-16,6.002999782562256,6.025000095367432,5.859000205993652,5.876500129699707,178654000,0,0
2010-02-17,5.853499889373779,5.856500148773193,5.777500152587891,5.815499782562256,178896000,0,0
2010-02-18,5.791999816894531,5.92549991607666,5.741000175476074,5.9039998054504395,196002000,0,0
2010-02-19,5.895500183105469,5.954500198364258,5.849999904632568,5.875999927520752,142312000,0,0
2010-02-22,5.868500232696533,5.948500156402588,5.809000015258789,5.9004998207092285,136146000,0,0
2010-02-23,5.9004998207092285,5.962500095367432,5.825500011444092,5.861999988555908,141364000,0,0
2010-02-24,5.8979997634887695,5.989999771118164,5.857500076293945,5.986000061035156,147798000,0,0
2010-02-25,5.9085001945495605,5.916999816894531,5.792500019073486,5.909999847412109,190668000,0,0
2010-02-26,5.894000053405762,5.971499919891357,5.849999904632568,5.920000076293945,114432000,0,0
2010-03-01,5.934999942779541,6.232999801635742,5.876500129699707,6.2270002365112305,265930000,0,0
2010-03-02,6.250500202178955,6.367499828338623,6.239999771118164,6.276500225067139,241950000,0,0
2010-03-03,6.269999980926514,6.3470001220703125,6.221499919891357,6.29449987411499,128808000,0,0
2010-03-04,6.298999786376953,6.442500114440918,6.278500080108643,6.426499843597412,150194000,0,0
2010-03-05,6.456500053405762,6.472499847412109,6.353499889373779,6.445499897003174,135386000,0,0
