Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-07 09:30:00-05:00,208.64999389648438,208.89999389648438,204.6199951171875,205.13429260253906,4104924,0,0
2022-11-07 09:35:00-05:00,205.10000610351562,205.3332061767578,202.88999938964844,203.64990234375,2679300,0,0
2022-11-07 09:40:00-05:00,203.64999389648438,205.10000610351562,202.5500030517578,202.5511016845703,2343350,0,0
2022-11-07 09:45:00-05:00,202.55039978027344,203.1699981689453,201.1300048828125,201.5,2207262,0,0
2022-11-07 09:50:00-05:00,201.47000122070312,203.8000030517578,201.36000061035156,201.42999267578125,2054635,0,0
2022-11-07 09:55:00-05:00,201.49000549316406,202.5500030517578,201.1999969482422,202.41000366210938,1683607,0,0
2022-11-07 10:00:00-05:00,202.39999389648438,203.72000122070312,201.91969299316406,203.43380737304688,1690518,0,0
2022-11-07 10:05:00-05:00,203.43699645996094,203.92999267578125,202.00999450683594,202.57000732421875,1532996,0,0
2022-11-07 10:10:00-05:00,202.57000732421875,203.10000610351562,202.0,202.5399932861328,1122757,0,0
2022-11-07 10:15:00-05:00,202.5625,203.74000549316406,202.1999969482422,202.22500610351562,1332836,0,0
2022-11-07 10:20:00-05:00,202.22999572753906,202.27000427246094,200.5800018310547,200.75,1936510,0,0
2022-11-07 10:25:00-05:00,200.76480102539062,201.00999450683594,200.1300048828125,200.32290649414062,1669685,0,0
2022-11-07 10:30:00-05:00,200.35000610351562,200.82000732421875,200.0,200.451904296875,2027412,0,0
2022-11-07 10:35:00-05:00,200.47000122070312,201.1999053955078,199.5399932861328,199.8699951171875,2349056,0,0
2022-11-07 10:40:00-05:00,199.8300018310547,200.3300018310547,199.4199981689453,200.25,1935285,0,0
2022-11-07 10:45:00-05:00,200.2449951171875,200.2449951171875,199.35000610351562,199.97999572753906,1375319,0,0
2022-11-07 10:50:00-05:00,199.9980926513672,200.99000549316406,199.82000732421875,199.99000549316406,1481013,0,0
2022-11-07 10:55:00-05:00,199.96670532226562,200.47999572753906,199.57000732421875,200.3177947998047,1002279,0,0
2022-11-07 11:00:00-05:00,200.3249969482422,200.35000610351562,199.5500030517578,199.8000030517578,870753,0,0
2022-11-07 11:05:00-05:00,199.8000030517578,200.22999572753906,198.75999450683594,198.90780639648438,1793592,0,0
2022-11-07 11:10:00-05:00,198.9069061279297,199.0800018310547,197.47999572753906,197.8887939453125,2451008,0,0
2022-11-07 11:15:00-05:00,197.9001007080078,198.77000427246094,197.75,197.8614044189453,1261962,0,0
2022-11-07 11:20:00-05:00,197.88999938964844,198.64999389648438,197.47999572753906,198.21409606933594,1230416,0,0
2022-11-07 11:25:00-05:00,198.17999267578125,199.92999267578125,198.11000061035156,199.83999633789062,1387182,0,0
2022-11-07 11:30:00-05:00,199.83999633789062,200.66000366210938,199.77999877929688,200.22000122070312,1428660,0,0
2022-11-07 11:35:00-05:00,200.24000549316406,200.28990173339844,198.58999633789062,198.58999633789062,1074392,0,0
2022-11-07 11:40:00-05:00,197.84500122070312,197.9499969482422,197.0,197.16380310058594,2157476,0,0
2022-11-07 11:45:00-05:00,197.14999389648438,197.97999572753906,196.66000366210938,197.96499633789062,1626287,0,0
2022-11-07 11:50:00-05:00,197.95530700683594,198.49000549316406,197.5399932861328,198.22000122070312,1825686,0,0
2022-11-07 11:55:00-05:00,198.19000244140625,198.66879272460938,197.6999969482422,198.40769958496094,997888,0,0
2022-11-07 12:00:00-05:00,198.38999938964844,199.25,197.67999267578125,198.92999267578125,1146651,0,0
2022-11-07 12:05:00-05:00,198.9199981689453,200.1199951171875,198.55999755859375,199.6199951171875,990206,0,0
2022-11-07 12:10:00-05:00,199.5854034423828,200.1999969482422,199.52000427246094,199.8345947265625,918206,0,0
2022-11-07 12:15:00-05:00,199.86000061035156,200.00999450683594,199.08999633789062,199.9499969482422,844068,0,0
2022-11-07 12:20:00-05:00,199.97000122070312,200.28990173339844,199.60000610351562,199.94000244140625,829404,0,0
2022-11-07 12:25:00-05:00,199.90179443359375,199.9600067138672,198.77999877929688,199.239501953125,833217,0,0
2022-11-07 12:30:00-05:00,199.19020080566406,199.5500030517578,198.86000061035156,199.1999969482422,652926,0,0
2022-11-07 12:35:00-05:00,199.2050018310547,199.59840393066406,198.47000122070312,198.51010131835938,641730,0,0
2022-11-07 12:40:00-05:00,198.3300018310547,198.63999938964844,198.0,198.13150024414062,880663,0,0
2022-11-07 12:45:00-05:00,198.13999938964844,199.14999389648438,198.0800018310547,199.11500549316406,652986,0,0
2022-11-07 12:50:00-05:00,199.11399841308594,199.14999389648438,198.32000732421875,198.61199951171875,556652,0,0
2022-11-07 12:55:00-05:00,198.61000061035156,199.25999450683594,198.4001007080078,198.97999572753906,548083,0,0
2022-11-07 13:00:00-05:00,198.91000366210938,199.37159729003906,198.8000030517578,199.14999389648438,597246,0,0
2022-11-07 13:05:00-05:00,199.14039611816406,199.58580017089844,199.0200958251953,199.44000244140625,809795,0,0
2022-11-07 13:10:00-05:00,199.44000244140625,199.53900146484375,199.00999450683594,199.33599853515625,550170,0,0
2022-11-07 13:15:00-05:00,199.3350067138672,199.47999572753906,199.0800018310547,199.1699981689453,447603,0,0
2022-11-07 13:20:00-05:00,199.1699981689453,199.22000122070312,198.16000366210938,198.27999877929688,687934,0,0
2022-11-07 13:25:00-05:00,198.31500244140625,199.10000610351562,198.30999755859375,199.02000427246094,555300,0,0
2022-11-07 13:30:00-05:00,199.02000427246094,199.11000061035156,198.75999450683594,198.77499389648438,410005,0,0
2022-11-07 13:35:00-05:00,198.75999450683594,198.77000427246094,198.02000427246094,198.41000366210938,600926,0,0
2022-11-07 13:40:00-05:00,198.4199981689453,198.44000244140625,197.75,198.0959930419922,617809,0,0
2022-11-07 13:45:00-05:00,198.09629821777344,198.60000610351562,198.0500030517578,198.22999572753906,455032,0,0
2022-11-07 13:50:00-05:00,198.41000366210938,198.4600067138672,198.1300048828125,198.22999572753906,374981,0,0
2022-11-07 13:55:00-05:00,198.24000549316406,198.82000732421875,198.0,198.7274932861328,504752,0,0
2022-11-07 14:00:00-05:00,198.7100067138672,199.24000549316406,198.7100067138672,198.99000549316406,778865,0,0
2022-11-07 14:05:00-05:00,198.98500061035156,199.1300048828125,198.80999755859375,199.05999755859375,444990,0,0
2022-11-07 14:10:00-05:00,199.0500030517578,199.5399932861328,198.97999572753906,199.4250030517578,841648,0,0
2022-11-07 14:15:00-05:00,199.4499969482422,200.0,199.4199981689453,199.9600067138672,1104237,0,0
2022-11-07 14:20:00-05:00,199.94000244140625,199.97410583496094,199.52000427246094,199.60000610351562,629134,0,0
2022-11-07 14:25:00-05:00,199.61000061035156,199.61000061035156,199.2899932861328,199.45970153808594,655147,0,0
2022-11-07 14:30:00-05:00,199.41000366210938,199.72000122070312,199.3300018310547,199.68499755859375,853631,0,0
2022-11-07 14:35:00-05:00,199.6999969482422,199.99000549316406,199.60000610351562,199.91000366210938,1115653,0,0
2022-11-07 14:40:00-05:00,199.89500427246094,200.0,199.4199981689453,199.47999572753906,834241,0,0
2022-11-07 14:45:00-05:00,199.47259521484375,199.52000427246094,199.02999877929688,199.29629516601562,589155,0,0
2022-11-07 14:50:00-05:00,199.2899932861328,199.64999389648438,199.25,199.5500030517578,574715,0,0
2022-11-07 14:55:00-05:00,199.54249572753906,199.61000061035156,198.8800048828125,199.0102996826172,631888,0,0
2022-11-07 15:00:00-05:00,199.02499389648438,199.39999389648438,199.00999450683594,199.1750030517578,615583,0,0
2022-11-07 15:05:00-05:00,199.19000244140625,199.35000610351562,198.92999267578125,199.26499938964844,574826,0,0
2022-11-07 15:10:00-05:00,199.27000427246094,199.52000427246094,199.1251983642578,199.4051055908203,646272,0,0
2022-11-07 15:15:00-05:00,199.39500427246094,199.50999450683594,199.24000549316406,199.24000549316406,665220,0,0
2022-11-07 15:20:00-05:00,199.25999450683594,199.32000732421875,198.89999389648438,199.08999633789062,874539,0,0
2022-11-07 15:25:00-05:00,199.08999633789062,199.16000366210938,198.60000610351562,198.72500610351562,763841,0,0
2022-11-07 15:30:00-05:00,198.6999969482422,199.00999450683594,198.4600067138672,198.61000061035156,1031322,0,0
2022-11-07 15:35:00-05:00,198.61000061035156,198.92999267578125,198.25999450683594,198.47000122070312,877519,0,0
2022-11-07 15:40:00-05:00,198.49789428710938,198.58999633789062,198.25999450683594,198.41000366210938,744504,0,0
2022-11-07 15:45:00-05:00,198.42999267578125,198.4503936767578,197.89999389648438,197.97500610351562,1672927,0,0
2022-11-07 15:50:00-05:00,198.0,198.10000610351562,197.39999389648438,197.41000366210938,1518751,0,0
2022-11-07 15:55:00-05:00,197.41009521484375,197.41009521484375,197.0,197.05999755859375,2721074,0,0
2022-11-08 09:30:00-05:00,191.92230224609375,192.02000427246094,188.02000427246094,189.03480529785156,10300974,0,0
2022-11-08 09:35:00-05:00,189.03480529785156,190.47999572753906,188.61000061035156,189.8000030517578,3607463,0,0
2022-11-08 09:40:00-05:00,189.80999755859375,190.05999755859375,188.22999572753906,188.75,2769578,0,0
2022-11-08 09:45:00-05:00,188.69000244140625,188.716796875,187.05999755859375,187.94900512695312,3025496,0,0
2022-11-08 09:50:00-05:00,187.94000244140625,190.86000061035156,187.52999877929688,190.02000427246094,3488997,0,0
2022-11-08 09:55:00-05:00,190.02000427246094,190.8800048828125,188.75999450683594,188.7899932861328,2149669,0,0
