Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-31 09:30:00-04:00,103.97000122070312,104.87000274658203,103.0,103.3499984741211,11588131,0,0
2022-10-31 09:45:00-04:00,103.36000061035156,103.44999694824219,102.33999633789062,102.38999938964844,6082843,0,0
2022-10-31 10:00:00-04:00,102.38500213623047,102.79000091552734,101.55999755859375,101.61000061035156,8139985,0,0
2022-10-31 10:15:00-04:00,101.61499786376953,101.94999694824219,100.87000274658203,100.96939849853516,4574981,0,0
2022-10-31 10:30:00-04:00,100.96499633789062,101.55999755859375,100.73999786376953,101.51499938964844,4381367,0,0
2022-10-31 10:45:00-04:00,101.5188980102539,102.08999633789062,101.36000061035156,101.81999969482422,4677699,0,0
2022-10-31 11:00:00-04:00,101.81999969482422,102.32230377197266,101.69000244140625,102.13749694824219,3558212,0,0
2022-10-31 11:15:00-04:00,102.13999938964844,102.20999908447266,101.75,101.8550033569336,2722302,0,0
2022-10-31 11:30:00-04:00,101.8550033569336,101.9000015258789,101.3499984741211,101.66000366210938,2598950,0,0
2022-10-31 11:45:00-04:00,101.65499877929688,102.18000030517578,101.3906021118164,101.72000122070312,2780428,0,0
2022-10-31 12:00:00-04:00,101.69000244140625,102.41999816894531,101.63009643554688,102.33499908447266,2549844,0,0
2022-10-31 12:15:00-04:00,102.32499694824219,102.80000305175781,102.01000213623047,102.06999969482422,2637176,0,0
2022-10-31 12:30:00-04:00,102.06500244140625,102.06999969482422,101.5199966430664,101.69879913330078,2414888,0,0
2022-10-31 12:45:00-04:00,101.69999694824219,101.7301025390625,101.25,101.30500030517578,1862158,0,0
2022-10-31 13:00:00-04:00,101.30249786376953,101.7300033569336,101.16000366210938,101.63999938964844,2380217,0,0
2022-10-31 13:15:00-04:00,101.6449966430664,102.18000030517578,101.56999969482422,101.95999908447266,3087426,0,0
2022-10-31 13:30:00-04:00,101.96829986572266,102.30000305175781,101.80000305175781,102.14910125732422,1808728,0,0
2022-10-31 13:45:00-04:00,102.13500213623047,102.18000030517578,101.76000213623047,102.16909790039062,1416026,0,0
2022-10-31 14:00:00-04:00,102.17009735107422,102.5999984741211,102.12000274658203,102.51499938964844,2142103,0,0
2022-10-31 14:15:00-04:00,102.50499725341797,102.58999633789062,102.30999755859375,102.41000366210938,1580652,0,0
