Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-12-31,19.398872652399483,19.456145537526982,19.179885218856374,19.203468322753906,10848800,0.0,0.0
2010-01-04,19.257371733235647,19.277586372022462,19.16977753552487,19.216943740844727,13870400,0.0,0.0
2010-01-05,19.15294099331363,19.200108507538435,18.913740097355795,18.98448944091797,23172400,0.0,0.0
2010-01-06,18.98448770871802,19.01480903678997,18.859833931170343,18.977750778198242,19264600,0.0,0.0
2010-01-07,18.97774381708276,18.991218958362815,18.78233948892017,18.93057632446289,13234600,0.0,0.0
2010-01-08,18.684641216544033,18.745283863074828,18.445440380329803,18.580202102661133,28712400,0.0,0.0
2010-01-11,18.58020186426045,19.018175528443127,18.462285037437756,18.95753288269043,28642400,0.0,0.0
2010-01-12,18.896884641257945,19.203466243920243,18.886777965019586,19.16303825378418,23269800,0.0,0.0
2010-01-13,19.15629867362321,19.348333219538056,19.099024513601957,19.213571548461914,15157400,0.0,0.0
2010-01-14,19.216943546777888,19.287692854043193,19.12597960092991,19.247264862060547,12392600,0.0,0.0
2010-01-15,19.186625560318223,19.321385985368487,18.880043890461515,18.964269638061523,27460800,0.0,0.0
2010-01-19,18.94068660716549,19.031650569158607,18.839614681495636,19.008066177368164,14615400,0.0,0.0
2010-01-20,18.920476088795375,18.997963639563537,18.627370781944812,18.6981201171875,18810200,0.0,0.0
2010-01-21,18.714962817857817,18.725070782551814,18.256774497343628,18.31741714477539,27396800,0.0,0.0
2010-01-22,18.31067121372529,18.482492404102324,18.186017506616217,18.27361297607422,23551400,0.0,0.0
2010-01-25,18.35784215952277,18.374687049847246,18.15233115608906,18.3106746673584,16853200,0.0,0.0
2010-01-26,18.216346090760037,18.36121449139671,18.14896523008528,18.23992919921875,15515000,0.0,0.0
2010-01-27,18.1927639858416,18.415119938705672,18.091693331845764,18.36458396911621,20414800,0.0,0.0
2010-01-28,18.43196086979486,18.475758615008342,18.236557818781232,18.253402709960938,20905200,0.0,0.0
2010-01-29,18.340998180778588,18.509449674564813,18.159071544228468,18.276987075805664,22146800,0.0,0.0
