Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,eps
2017-10-30,39.125032970495994,39.33803947382027,38.87794789680803,39.16763687133789,26676300.0,0.0,0,0.5
2017-11-06,39.11651628179549,39.73849491552446,38.60530194592062,39.65329360961914,39461500.0,0.0,0,0.5
2017-11-13,39.704408543449716,40.454192300342385,38.55417479442278,38.94610595703125,69500500.0,0.0,0,0.5
2017-11-20,38.89498444117223,39.235792858102826,38.69901561991648,39.09095001220703,40872400.0,0.0,0,0.5
2017-11-27,39.090954400132304,39.32100181374907,38.366730338696996,39.16763687133789,60200500.0,0.0,0,0.5
2017-11-30,,,,,,0.37,0,0.5
2017-12-04,39.505926585020255,39.92684023856247,38.698453958696724,38.92179870605469,61693500.0,0.0,0,0.5
2017-12-11,38.92180672161277,39.87530659873996,38.586789531582376,39.677734375,66327300.0,0.0,0,0.5
2017-12-18,39.68632811604797,39.84095043323904,39.127969384317055,39.162330627441406,40784400.0,0.0,0,0.5
2017-12-25,39.2568118977883,39.66913687428758,39.17950075989046,39.411434173583984,26671400.0,0.0,0,0.5
2018-01-01,39.43720433421602,39.703498987733745,38.94756820897237,39.57464599609375,49330300.0,0.0,0,0.5
2018-01-08,39.471568671960874,39.84953245262134,39.3942575262726,39.64337158203125,49885000.0,0.0,0,0.5
2018-01-15,39.64336740172822,40.588278392174665,39.634775454853326,40.51096725463867,56742700.0,0.0,0,0.5
2018-01-22,40.493787752372924,41.76512394483981,40.450837847419066,41.68781280517578,65431800.0,0.0,0,0.5
2018-01-29,41.412926210465855,41.62767899514183,40.05569031528479,40.1415901184082,58219200.0,0.0,0,0.5
2018-02-05,40.072880313028406,40.30481049113392,36.241687247042144,37.04916000366211,112635800.0,0.0,0,0.5
2018-02-12,37.41853036367574,39.20527201835295,37.25531613275766,38.63832473754883,71979700.0,0.0,0,0.5
2018-02-19,38.440761278086406,38.50948376499999,37.12647484611512,37.83086395263672,47585200.0,0.0,0,0.39
2018-02-26,37.994071209653626,38.13151289310434,36.78286535022286,37.55597686767578,69214000.0,0.0,0,0.39
2018-03-05,37.42712462637576,38.50088882446289,37.3412248012761,38.50088882446289,55024600.0,0.0,0,0.39
2018-03-12,38.61256632197411,38.73282740375574,37.32404911396742,37.332637786865234,77581000.0,0.0,0,0.39
2018-03-14,,,,,,0.39,0,0.39
2018-03-19,37.66218286611593,37.87883141454843,36.64826924623317,36.68293380737305,64743400.0,0.0,0,0.39
2018-03-26,36.92558148720229,38.060817837941464,36.61360702856429,37.63618850708008,49631000.0,0.0,0,0.39
2018-04-02,37.644852876892074,38.658769864283876,36.8042587057494,38.06081771850586,66458700.0,0.0,0,0.39
2018-04-09,38.15614814609424,38.72810028446444,37.88750601349004,38.572113037109375,49967800.0,0.0,0,0.39
2018-04-16,38.69343539917997,39.02273884093846,37.76617979662804,37.90483474731445,49858600.0,0.0,0,0.39
2018-04-23,37.904831815910015,38.216802951481796,36.31896284089614,37.532196044921875,74516000.0,0.0,0,0.39
2018-04-30,37.69685566648236,37.86150740919221,35.98099918456548,36.70893859863281,70586700.0,0.0,0,0.47
2018-05-07,36.691603367862776,36.82159383721299,36.1109834587721,36.51828384399414,47949500.0,0.0,0,0.47
2018-05-14,36.61360551382018,36.72626368717749,35.92033080430321,36.55294418334961,65563300.0,0.0,0,0.47
2018-05-21,36.66560532025153,36.9169151500301,36.33629856694136,36.74359893798828,44380600.0,0.0,0,0.47
2018-05-28,36.50095548942524,37.5408694387623,36.4836232045935,37.367549896240234,51177100.0,0.0,0,0.47
2018-06-04,37.57552794531651,38.130147747258555,37.29821804434548,38.08681869506836,54933300.0,0.0,0,0.47
2018-06-11,38.08682284879458,38.58078137038222,37.65352566804788,38.2341423034668,66773100.0,0.0,0,0.47
2018-06-14,,,,,,0.39,0,0.47
2018-06-18,38.364816745287925,38.434759980539326,37.56044786086244,37.81399917602539,61381600.0,0.0,0,0.47
2018-06-25,37.73531657343358,38.557168887679666,37.58668509185956,38.34733581542969,65554200.0,0.0,0,0.47
2018-07-02,38.2773878339377,39.29158987333335,38.102528058539754,39.029296875,37833700.0,0.0,0,0.47
2018-07-09,38.94186662731024,39.3440494433859,38.767003518292356,39.116729736328125,37612300.0,0.0,0,0.47
2018-07-16,39.10798092729984,39.72000008147582,38.93311783535869,39.58885192871094,43461100.0,0.0,0,0.47
2018-07-23,39.588851741542,40.734201819867245,39.00306422183014,40.40196228027344,67362400.0,0.0,0,0.47
2018-07-30,40.30579045985487,40.88283636948243,40.262075517581145,40.760433197021484,54783300.0,0.0,0,0.61
2018-08-06,40.74295816554399,40.9790229233884,40.19214373247764,40.2883186340332,41958500.0,0.0,0,0.61
2018-08-13,40.26208312777428,40.85661579373501,39.91236018824481,40.74295425415039,44162300.0,0.0,0,0.61
2018-08-20,40.81289799623393,40.97901613077984,39.85115581056947,39.89487075805664,51635200.0,0.0,0,0.61
2018-08-27,40.262079448785265,40.262079448785265,38.810721211026824,38.96809768676758,60019500.0,0.0,0,0.61
2018-09-03,38.99432441234118,40.21836287748982,38.915636177649674,39.97355651855469,43340900.0,0.0,0,0.61
2018-09-10,40.13967484925271,40.48940107973296,39.87738184401078,40.20962142944336,46971300.0,0.0,0,0.61
2018-09-13,,,,,,0.39,0,0.61
2018-09-17,40.560456643322055,41.168862282073825,40.445828324042196,41.07187271118164,54470700.0,0.0,0,0.61
2018-09-24,40.99252429322335,41.027791707037935,40.18131323057135,40.727996826171875,48759400.0,0.0,0,0.61
2018-10-01,40.710355569334624,41.0542405542115,40.05786309912983,40.45465087890625,45686100.0,0.0,0,0.61
2018-10-08,40.5516417323508,41.17768277286055,39.017396850774475,39.396549224853516,64647600.0,0.0,0,0.61
2018-10-15,39.3612821881038,40.99252016154569,39.317195402574264,40.8514404296875,59812900.0,0.0,0,0.61
2018-10-22,40.88670552968494,41.78609003081441,40.05786257230176,40.48991775512695,89071700.0,0.0,0,0.61
2018-10-29,40.69271742737935,42.45621541576232,40.59572449984141,42.323951721191406,101216400.0,0.0,0,0.61
2018-11-05,42.32395533118529,43.990460534173785,42.253413791102545,43.805294036865234,65317500.0,0.0,0,0.58
2018-11-12,43.743584439925925,44.307903468310414,43.44378953564582,44.237361907958984,65383900.0,0.0,0,0.58
2018-11-19,44.36080008413839,44.8281260481903,42.80891972671853,43.22334289550781,48182800.0,0.0,0,0.58
2018-11-26,43.214524690727984,44.51951640264294,42.91472984289986,44.44015884399414,66993800.0,0.0,0,0.58
2018-11-29,,,,,,0.39,0,0.58
2018-12-03,44.32054396730722,44.889325232506486,43.24519167590213,43.627342224121094,67177700.0,0.0,0,0.58
2018-12-10,43.947285373597566,44.45385643254237,43.07633858119767,43.849525451660156,70333700.0,0.0,0,0.58
2018-12-17,43.849527008895585,44.01838290447247,41.85878899113841,42.2764892578125,104759900.0,0.0,0,0.58
2018-12-24,42.32092381739776,42.66752471677518,40.57903020553972,41.947662353515625,55261000.0,0.0,0,0.58
2018-12-31,42.2053932876448,42.2764892578125,41.35221791420367,42.2764892578125,49908100.0,0.0,0,0.58
2019-01-07,42.27648808964599,42.43645825585821,41.18336088066511,42.07208251953125,73653900.0,0.0,0,0.58
2019-01-14,41.992105655975685,42.38314203314495,41.60106927880641,42.31204605102539,64570300.0,0.0,0,0.58
2019-01-21,42.392023209316775,42.916369116276144,41.956548110911584,42.0987434387207,46097200.0,0.0,0,0.58
2019-01-28,41.96543508265302,43.35183861043524,41.71659072904289,43.28074264526367,86229600.0,0.0,0,0.58
2019-02-04,43.28074545799367,43.991722106933594,43.13855012820568,43.991722106933594,56307800.0,0.0,0,0.58
2019-02-11,44.05392317344511,44.382749169407546,40.170211283219096,40.20576095581055,127708400.0,0.0,0,0.58
2019-02-18,40.27686361283306,40.836759183602766,39.78806739907713,40.24131393432617,100824900.0,0.0,0,0.43
2019-02-25,40.383513699338366,40.56125872121643,39.47701713894413,40.33019256591797,100890600.0,0.0,0,0.43
2019-03-04,40.46349363466305,40.694563150727795,39.64587138447429,39.850276947021484,70931300.0,0.0,0,0.43
2019-03-11,40.11689509393254,41.18336176142037,40.08134541396866,40.259090423583984,123456500.0,0.0,0,0.43
2019-03-14,,,,,,0.4,0,0.43
2019-03-18,40.72708729419498,41.33669397706833,40.50296729077978,41.17532730102539,91468400.0,0.0,0,0.43
2019-03-25,41.11257603274819,42.0628427061502,41.04982270223296,42.009056091308594,61813400.0,0.0,0,0.43
2019-04-01,42.12558994904418,42.28695317695059,41.27393340166412,41.659420013427734,48364700.0,0.0,0,0.43
2019-04-08,41.72218112501528,42.13456111517782,41.48013110823295,41.9014778137207,44165400.0,0.0,0,0.43
2019-04-15,42.02697854185865,42.65451515391197,41.86561188676495,42.56486511230469,45082200.0,0.0,0,0.43
2019-04-22,42.49314461138784,43.67649769395113,42.15248132404413,43.26411437988281,72758500.0,0.0,0,0.43
2019-04-29,43.18343177073363,44.088878314145,43.12964516960367,43.67649841308594,53997100.0,0.0,0,0.48
2019-05-06,43.32687266111548,43.57788592402142,42.19730613844027,43.20136260986328,51531000.0,0.0,0,0.48
2019-05-13,42.95035535266972,44.51919530479992,42.788988684009496,44.106815338134766,69206500.0,0.0,0,0.48
2019-05-20,43.96337200117184,44.7343452077027,43.4344487608634,44.474365234375,59575300.0,0.0,0,0.48
2019-05-27,44.46540299347558,44.52815631475649,43.398593111900574,44.04405975341797,51604400.0,0.0,0,0.48
2019-06-03,44.070955710440835,46.78728895738067,43.945449060322126,46.15975570678711,72499400.0,0.0,0,0.48
2019-06-10,46.204576356328005,46.74246294574901,45.52324969527523,45.99838638305664,49789000.0,0.0,0,0.48
2019-06-13,,,,,,0.4,0,0.48
2019-06-17,46.30326368260889,46.881489253254756,45.598551699196285,46.57430648803711,62878600.0,0.0,0,0.48
2019-06-24,46.74597092006807,47.16157013012696,45.64372624021969,46.0051155090332,63419800.0,0.0,0,0.48
2019-07-01,46.14063162656903,47.27901609423905,45.8786221201137,47.08024978637695,39715600.0,0.0,0,0.48
2019-07-08,47.16156672063435,47.27901986159336,46.465888034178796,47.08928680419922,45424800.0,0.0,0,0.48
2019-07-15,47.23384365772095,47.40550673770408,46.411678555868754,46.42974853515625,43540100.0,0.0,0,0.48
2019-07-22,46.54720227494343,49.528679965739315,46.19484629055339,48.9414176940918,91728900.0,0.0,0,0.48
2019-07-29,48.94141901966361,49.058872166473556,46.89955952960178,47.279022216796875,69906000.0,0.0,0,0.63
2019-08-05,47.33322391543848,48.69747797269486,46.438782397829534,48.2638053894043,77886500.0,0.0,0,0.63
2019-08-12,48.1373213021403,49.23053263225198,47.76689534791948,49.15825271606445,58940600.0,0.0,0,0.63
2019-08-19,49.18535715942822,49.49253991771526,48.23670563858463,48.55292510986328,51627700.0,0.0,0,0.63
2019-08-26,48.78782174552061,49.99848264521373,48.543882223213515,49.727439880371094,50819800.0,0.0,0,0.63
2019-09-02,49.6732241093641,50.52249225843238,49.47445783014788,49.89909362792969,46480000.0,0.0,0,0.63
2019-09-09,49.718410496079095,49.97138676751243,48.65230581027816,49.02273178100586,56437500.0,0.0,0,0.63
2019-09-13,,,,,,0.4,0,0.63
2019-09-16,49.235532930400964,49.781585301614314,48.80779589873221,49.062618255615234,58991600.0,0.0,0,0.63
2019-09-23,49.06261610280774,49.72697684102587,49.035314700538,49.42665100097656,44797800.0,0.0,0,0.63
2019-09-30,49.28103894435064,49.85438923623728,48.07062582920161,49.63597106933594,61526700.0,0.0,0,0.63
2019-10-07,49.44486180479464,49.47216321187464,48.416465987213584,48.50747299194336,44326400.0,0.0,0,0.63
2019-10-14,48.68038373334021,50.40954086122313,48.35275301159346,49.85438919067383,58638100.0,0.0,0,0.63
2019-10-21,49.55407070663114,49.8908007888183,48.84420288013793,48.91701126098633,51702700.0,0.0,0,0.56
2019-10-28,48.907903124212005,49.817986890432074,48.380052873391215,49.05351638793945,49358200.0,0.0,0,0.56
2019-11-04,49.10812688177863,49.14453107133447,47.2879590643218,47.515480041503906,68955300.0,0.0,0,0.56
2019-11-11,47.62468359655293,47.94321151564429,46.9421207941909,47.93410873413086,50755800.0,0.0,0,0.56
2019-11-18,47.94321749406967,48.634879692500114,47.93411471142114,48.26174545288086,55401200.0,0.0,0,0.56
2019-11-25,48.48927527243895,49.23554388799113,48.025133951720406,48.598487854003906,41000800.0,0.0,0,0.56
2019-11-29,,,,,,0.4,0,0.56
2019-12-02,48.88813705153918,49.970057849935046,48.45720148845523,49.896705627441406,63207700.0,0.0,0,0.56
2019-12-09,49.78668079132742,50.015901240180334,49.199877001884204,49.896705627441406,56065700.0,0.0,0,0.56
2019-12-16,50.14427545220076,50.611887232096876,49.41077054980489,50.401004791259766,71118900.0,0.0,0,0.56
2019-12-23,50.4285052657986,50.84110282658961,50.09842721716579,50.749412536621094,25784100.0,0.0,0,0.56
2019-12-30,50.59353784069862,50.82275828995963,49.5941365420156,50.144264221191406,37636500.0,0.0,0,0.56
2020-01-06,50.10759427830976,51.28120192184053,49.64915335535222,50.91444778442383,63786300.0,0.0,0,0.56
2020-01-13,50.914449203571664,52.39980035364677,50.81359163808952,52.207252502441406,72882000.0,0.0,0,0.56
2020-01-20,52.12472861919091,53.05994846931253,51.86800283596687,52.8857421875,46291700.0,0.0,0,0.56
2020-01-27,52.454810595646904,54.16938219947555,51.95052627001419,53.545902252197266,80674500.0,0.0,0,0.56
2020-02-03,53.8668139891313,54.508632046825085,53.65593156259123,54.270240783691406,57271200.0,0.0,0,0.44
2020-02-10,54.38943117249887,55.077092561393535,54.288573609174044,54.96706771850586,42733900.0,0.0,0,0.44
2020-02-17,54.83870107356206,55.132102966308594,54.196883121569094,55.132102966308594,34781000.0,0.0,0,0.44
2020-02-24,54.19689344992772,54.829540745921726,47.292773380469114,49.04401779174805,110813000.0,0.0,0,0.44
2020-03-02,49.4474456019633,54.096036973985434,49.236563165678284,50.66689682006836,113626300.0,0.0,0,0.44
2020-03-09,47.7236962669759,49.328239392650765,42.73586060973781,44.441261291503906,143619900.0,0.0,0,0.44
2020-03-13,,,,,,0.41,0,0.44
2020-03-16,39.06875628285184,44.285322401075675,34.6938665805317,35.424556732177734,189667700.0,0.0,0,0.44
2020-03-23,35.85001392286754,41.87126462793021,33.54695762901688,39.59595489501953,197706000.0,0.0,0,0.44
2020-03-30,39.80868531503062,42.13949161342584,38.661779284403984,40.53937530517578,102585300.0,0.0,0,0.44
2020-04-06,41.98225535712756,45.99642140925292,41.33480853679096,45.32122802734375,82232000.0,0.0,0,0.44
2020-04-13,44.720026292461185,45.55245841595137,43.00892012876627,44.45180130004883,91732500.0,0.0,0,0.44
2020-04-20,44.20206764018443,44.396300608554625,40.93708730035232,42.019248962402344,94476400.0,0.0,0,0.44
2020-04-27,42.54646142479282,44.39630757369685,41.81577134918336,42.176490783691406,87293700.0,0.0,0,0.51
2020-05-04,41.91750720731603,42.749939261633386,41.15907068151621,42.648197174072266,78258700.0,0.0,0,0.51
2020-05-11,42.259728109392455,42.6481975812161,39.956671950963155,40.01216506958008,89734000.0,0.0,0,0.51
2020-05-18,41.45504377270417,42.70368826665397,40.81684824686552,41.64927673339844,92456200.0,0.0,0,0.51
